episode,seed,episode_reward,avg_fee_bps,epsilon
1419,1419,0.3262,9.8139,0.4554
1420,1420,0.3342,10.0215,0.4551
1421,1421,0.3062,10.2028,0.4549
1422,1422,0.3300,10.2674,0.4546
1423,1423,0.3189,10.4368,0.4544
1424,1424,0.3347,10.0139,0.4542
1425,1425,0.3280,10.0785,0.4539
1426,1426,0.3166,10.1931,0.4537
1427,1427,0.3270,10.2389,0.4534
1428,1428,0.3292,10.1771,0.4532
1429,1429,0.3310,9.9625,0.4529
1430,1430,0.3569,9.5938,0.4527
1431,1431,0.3261,10.2910,0.4525
1432,1432,0.3325,10.1257,0.4522
1433,1433,0.3322,10.0215,0.4520
1434,1434,0.3435,9.9083,0.4517
1435,1435,0.3378,9.8313,0.4515
1436,1436,0.3421,9.5229,0.4513
1437,1437,0.3517,9.7243,0.4510
1438,1438,0.3365,9.8521,0.4508
1439,1439,0.3415,9.7556,0.4505
1440,1440,0.3126,10.1215,0.4503
1441,1441,0.3368,10.2958,0.4501
1442,1442,0.3448,9.5972,0.4498
1443,1443,0.3406,9.5826,0.4496
1444,1444,0.3236,10.2063,0.4493
1445,1445,0.3286,9.8535,0.4491
1446,1446,0.3294,9.5618,0.4489
1447,1447,0.3408,9.8090,0.4486
1448,1448,0.3290,9.7354,0.4484
1449,1449,0.3405,9.4715,0.4481
1450,1450,0.3299,9.4771,0.4479
1451,1451,0.3335,10.1312,0.4477
1452,1452,0.3282,9.6278,0.4474
1453,1453,0.3252,10.1618,0.4472
1454,1454,0.3542,9.5993,0.4469
1455,1455,0.3411,9.6090,0.4467
1456,1456,0.3324,10.2438,0.4465
1457,1457,0.3214,10.0653,0.4462
1458,1458,0.3328,9.7382,0.4460
1459,1459,0.3221,9.7625,0.4458
1460,1460,0.3360,9.8069,0.4455
1461,1461,0.3498,9.8833,0.4453
1462,1462,0.3337,9.9167,0.4450
1463,1463,0.3335,10.2292,0.4448
1464,1464,0.3327,9.5118,0.4446
1465,1465,0.3234,10.0715,0.4443
1466,1466,0.3279,10.2549,0.4441
1467,1467,0.3378,10.3146,0.4439
1468,1468,0.3202,10.7924,0.4436
1469,1469,0.3290,10.4694,0.4434
1470,1470,0.3313,10.3042,0.4432
1471,1471,0.3309,10.5799,0.4429
1472,1472,0.3333,10.2340,0.4427
1473,1473,0.3197,10.3139,0.4424
1474,1474,0.3183,10.9187,0.4422
1475,1475,0.3060,10.5951,0.4420
1476,1476,0.3146,10.4924,0.4417
1477,1477,0.3244,10.4111,0.4415
1478,1478,0.3262,10.1861,0.4413
1479,1479,0.3218,10.2972,0.4410
1480,1480,0.3246,10.3215,0.4408
1481,1481,0.3528,9.5208,0.4406
1482,1482,0.3263,10.1125,0.4403
1483,1483,0.2916,10.5417,0.4401
1484,1484,0.3487,9.3889,0.4399
1485,1485,0.3428,9.9229,0.4396
1486,1486,0.3270,9.9153,0.4394
1487,1487,0.3394,9.6076,0.4392
1488,1488,0.3286,9.9215,0.4389
1489,1489,0.3446,10.2576,0.4387
1490,1490,0.3419,9.8083,0.4385
1491,1491,0.3418,10.1951,0.4382
1492,1492,0.3438,9.8201,0.4380
1493,1493,0.3314,10.2493,0.4378
1494,1494,0.3408,10.0444,0.4375
1495,1495,0.3310,10.0854,0.4373
1496,1496,0.3414,9.9187,0.4371
1497,1497,0.3370,10.0097,0.4368
1498,1498,0.3689,9.8194,0.4366
1499,1499,0.3367,10.2785,0.4364
1500,1500,0.3484,9.5146,0.4361
1501,1501,0.3441,9.7882,0.4359
1502,1502,0.3200,9.9410,0.4357
1503,1503,0.3373,9.5326,0.4354
1504,1504,0.3523,9.6507,0.4352
1505,1505,0.3445,9.6778,0.4350
1506,1506,0.3385,9.8549,0.4347
1507,1507,0.3428,9.7472,0.4345
1508,1508,0.3399,9.3417,0.4343
1509,1509,0.3377,9.6840,0.4341
1510,1510,0.3471,9.9417,0.4338
1511,1511,0.3459,9.9938,0.4336
1512,1512,0.3264,10.2049,0.4334
1513,1513,0.3345,9.8472,0.4331
1514,1514,0.3449,9.6896,0.4329
1515,1515,0.3293,9.9736,0.4327
1516,1516,0.3285,10.1896,0.4324
1517,1517,0.3257,10.3972,0.4322
1518,1518,0.3518,9.4597,0.4320
1519,1519,0.3021,10.3514,0.4318
1520,1520,0.3336,9.7625,0.4315
1521,1521,0.3360,9.9979,0.4313
1522,1522,0.3251,10.1778,0.4311
1523,1523,0.3385,10.5208,0.4308
1524,1524,0.3379,9.8632,0.4306
1525,1525,0.3387,9.9979,0.4304
1526,1526,0.3409,9.5243,0.4302
1527,1527,0.3602,9.7375,0.4299
1528,1528,0.3477,9.7729,0.4297
1529,1529,0.3331,10.3215,0.4295
1530,1530,0.3458,10.2319,0.4292
1531,1531,0.3266,10.3576,0.4290
1532,1532,0.3345,9.9792,0.4288
1533,1533,0.3330,10.2583,0.4286
1534,1534,0.3462,10.1007,0.4283
1535,1535,0.3276,10.1340,0.4281
1536,1536,0.3342,9.8965,0.4279
1537,1537,0.3435,10.0292,0.4277
1538,1538,0.3213,9.9667,0.4274
1539,1539,0.3273,10.5882,0.4272
1540,1540,0.3531,10.4458,0.4270
1541,1541,0.3202,10.3681,0.4268
1542,1542,0.3231,10.1687,0.4265
1543,1543,0.3262,10.0861,0.4263
1544,1544,0.3415,9.9465,0.4261
1545,1545,0.3278,9.8632,0.4258
1546,1546,0.3420,10.2896,0.4256
1547,1547,0.3280,9.8069,0.4254
1548,1548,0.3426,9.6396,0.4252
1549,1549,0.3363,9.6785,0.4249
1550,1550,0.3304,10.0056,0.4247
1551,1551,0.3368,10.2188,0.4245
1552,1552,0.3406,9.6903,0.4243
1553,1553,0.3356,10.0806,0.4240
1554,1554,0.3221,10.0882,0.4238
1555,1555,0.3312,9.8632,0.4236
1556,1556,0.3485,9.5299,0.4234
1557,1557,0.3462,9.9111,0.4232
1558,1558,0.3432,9.5576,0.4229
1559,1559,0.3494,9.9111,0.4227
1560,1560,0.3575,9.1340,0.4225
1561,1561,0.3391,9.9229,0.4223
1562,1562,0.3241,10.1257,0.4220
1563,1563,0.3453,9.5236,0.4218
1564,1564,0.3477,10.1062,0.4216
1565,1565,0.3522,9.7722,0.4214
1566,1566,0.3509,9.5354,0.4211
1567,1567,0.3366,9.7625,0.4209
1568,1568,0.3451,9.9681,0.4207
1569,1569,0.3326,9.5931,0.4205
1570,1570,0.3514,9.6674,0.4203
1571,1571,0.3521,9.2931,0.4200
1572,1572,0.3382,9.9938,0.4198
1573,1573,0.3509,9.8368,0.4196
1574,1574,0.3411,9.8667,0.4194
1575,1575,0.3436,9.5972,0.4191
1576,1576,0.3478,9.5792,0.4189
1577,1577,0.3342,9.7250,0.4187
1578,1578,0.3360,10.1125,0.4185
1579,1579,0.3196,10.3444,0.4183
1580,1580,0.3379,9.5507,0.4180
1581,1581,0.3278,9.8021,0.4178
1582,1582,0.3361,9.5104,0.4176
1583,1583,0.3497,9.5854,0.4174
1584,1584,0.3547,9.6382,0.4172
1585,1585,0.3606,9.2819,0.4169
1586,1586,0.3191,10.8715,0.4167
1587,1587,0.3394,9.6000,0.4165
1588,1588,0.3207,10.4201,0.4163
1589,1589,0.3468,10.2215,0.4161
1590,1590,0.3342,10.1917,0.4158
1591,1591,0.3531,9.8972,0.4156
1592,1592,0.3478,9.8396,0.4154
1593,1593,0.3311,9.9132,0.4152
1594,1594,0.3481,9.6021,0.4150
1595,1595,0.3305,9.9347,0.4147
1596,1596,0.3498,10.1604,0.4145
1597,1597,0.3615,9.4597,0.4143
1598,1598,0.3476,9.4278,0.4141
1599,1599,0.3469,10.0771,0.4139
1600,1600,0.3545,9.9597,0.4136
1601,1601,0.3284,10.1590,0.4134
1602,1602,0.3414,10.3229,0.4132
1603,1603,0.3457,10.0097,0.4130
1604,1604,0.3423,9.5236,0.4128
1605,1605,0.3553,9.6778,0.4126
1606,1606,0.3318,9.9646,0.4123
1607,1607,0.3526,9.5250,0.4121
1608,1608,0.3485,9.8931,0.4119
1609,1609,0.3421,9.5076,0.4117
1610,1610,0.3458,10.0049,0.4115
1611,1611,0.3440,9.9618,0.4113
1612,1612,0.3384,9.7556,0.4110
1613,1613,0.3517,9.7472,0.4108
1614,1614,0.3530,9.5243,0.4106
1615,1615,0.3505,9.5590,0.4104
1616,1616,0.3415,9.7597,0.4102
1617,1617,0.3490,9.9653,0.4100
1618,1618,0.3393,9.5611,0.4097
1619,1619,0.3629,9.7799,0.4095
1620,1620,0.3668,9.3833,0.4093
1621,1621,0.3566,9.4181,0.4091
1622,1622,0.3525,9.3708,0.4089
1623,1623,0.3393,9.9083,0.4087
1624,1624,0.3628,9.3562,0.4084
1625,1625,0.3574,9.6306,0.4082
1626,1626,0.3556,9.4715,0.4080
1627,1627,0.3609,9.3722,0.4078
1628,1628,0.3644,9.5625,0.4076
1629,1629,0.3398,9.7868,0.4074
1630,1630,0.3391,9.6785,0.4072
1631,1631,0.3327,9.7333,0.4069
1632,1632,0.3253,10.3278,0.4067
1633,1633,0.3593,9.5528,0.4065
1634,1634,0.3612,9.2799,0.4063
1635,1635,0.3512,9.1569,0.4061
1636,1636,0.3439,9.9278,0.4059
1637,1637,0.3476,9.6806,0.4057
1638,1638,0.3477,9.6903,0.4054
1639,1639,0.3465,9.7250,0.4052
1640,1640,0.3618,9.1729,0.4050
1641,1641,0.3547,9.2111,0.4048
1642,1642,0.3492,9.8931,0.4046
1643,1643,0.3528,9.6278,0.4044
1644,1644,0.3354,9.5514,0.4042
1645,1645,0.3442,9.7556,0.4040
1646,1646,0.3454,9.3757,0.4037
1647,1647,0.3554,9.5069,0.4035
1648,1648,0.3327,9.8090,0.4033
1649,1649,0.3334,9.2639,0.4031
1650,1650,0.3463,8.9292,0.4029
1651,1651,0.3496,9.2493,0.4027
1652,1652,0.3393,9.4882,0.4025
1653,1653,0.3469,9.0535,0.4023
1654,1654,0.3344,9.8764,0.4020
1655,1655,0.3363,9.5951,0.4018
1656,1656,0.3395,10.3285,0.4016
1657,1657,0.3188,10.4681,0.4014
1658,1658,0.3165,10.2403,0.4012
1659,1659,0.3329,10.3333,0.4010
1660,1660,0.3270,10.2076,0.4008
1661,1661,0.3262,10.0125,0.4006
1662,1662,0.3407,10.0639,0.4004
1663,1663,0.3385,10.1653,0.4002
1664,1664,0.3317,10.5514,0.3999
1665,1665,0.3463,9.9743,0.3997
1666,1666,0.3413,9.9604,0.3995
1667,1667,0.3592,9.1528,0.3993
1668,1668,0.3672,9.1847,0.3991
1669,1669,0.3611,9.5222,0.3989
1670,1670,0.3494,9.0576,0.3987
1671,1671,0.3582,9.4090,0.3985
1672,1672,0.3543,9.8424,0.3983
1673,1673,0.3508,9.2993,0.3981
1674,1674,0.3551,9.7743,0.3978
1675,1675,0.3582,9.7076,0.3976
1676,1676,0.3434,9.8639,0.3974
1677,1677,0.3618,9.8340,0.3972
1678,1678,0.3686,9.3861,0.3970
1679,1679,0.3591,9.5736,0.3968
1680,1680,0.3546,9.0972,0.3966
1681,1681,0.3480,9.5576,0.3964
1682,1682,0.3613,9.7681,0.3962
1683,1683,0.3622,9.5236,0.3960
1684,1684,0.3620,9.3167,0.3958
1685,1685,0.3554,9.8757,0.3956
1686,1686,0.3503,9.9222,0.3953
1687,1687,0.3629,9.5854,0.3951
1688,1688,0.3657,9.3736,0.3949
1689,1689,0.3467,9.7819,0.3947
1690,1690,0.3706,9.2285,0.3945
1691,1691,0.3621,9.2438,0.3943
1692,1692,0.3710,9.1326,0.3941
1693,1693,0.3761,9.2076,0.3939
1694,1694,0.3536,9.6792,0.3937
1695,1695,0.3640,9.3583,0.3935
1696,1696,0.3511,9.3285,0.3933
1697,1697,0.3531,9.5278,0.3931
1698,1698,0.3492,9.5181,0.3929
1699,1699,0.3439,9.8917,0.3927
1700,1700,0.3470,9.5056,0.3925
1701,1701,0.3423,9.8826,0.3923
1702,1702,0.3441,9.5542,0.3920
1703,1703,0.3496,9.9090,0.3918
1704,1704,0.3517,9.9903,0.3916
1705,1705,0.3310,9.9715,0.3914
1706,1706,0.3538,9.8451,0.3912
1707,1707,0.3433,10.1479,0.3910
1708,1708,0.3340,9.9451,0.3908
1709,1709,0.3371,10.1750,0.3906
1710,1710,0.3544,9.8361,0.3904
1711,1711,0.3477,9.9042,0.3902
1712,1712,0.3637,9.4118,0.3900
1713,1713,0.3403,9.6944,0.3898
1714,1714,0.3546,9.5840,0.3896
1715,1715,0.3557,9.4090,0.3894
1716,1716,0.3634,9.5417,0.3892
1717,1717,0.3443,9.7750,0.3890
1718,1718,0.3634,9.2444,0.3888
1719,1719,0.3433,9.5201,0.3886
1720,1720,0.3666,9.0347,0.3884
1721,1721,0.3617,9.7819,0.3882
1722,1722,0.3539,9.7743,0.3880
1723,1723,0.3591,9.5528,0.3878
1724,1724,0.3675,9.1660,0.3876
1725,1725,0.3587,9.3361,0.3874
1726,1726,0.3737,9.3597,0.3872
1727,1727,0.3571,9.3229,0.3870
1728,1728,0.3663,9.1764,0.3868
1729,1729,0.3600,9.5236,0.3866
1730,1730,0.3539,9.6479,0.3863
1731,1731,0.3586,9.1299,0.3861
1732,1732,0.3714,9.1750,0.3859
1733,1733,0.3460,9.6944,0.3857
1734,1734,0.3581,9.3292,0.3855
1735,1735,0.3618,9.5090,0.3853
1736,1736,0.3522,9.3396,0.3851
1737,1737,0.3599,9.2424,0.3849
1738,1738,0.3460,9.7500,0.3847
1739,1739,0.3300,9.9208,0.3845
1740,1740,0.3468,9.3139,0.3843
1741,1741,0.3478,9.4340,0.3841
1742,1742,0.3716,9.6667,0.3839
1743,1743,0.3684,9.3701,0.3837
1744,1744,0.3538,9.2910,0.3835
1745,1745,0.3768,9.1535,0.3833
1746,1746,0.3705,8.9708,0.3831
1747,1747,0.3648,9.4104,0.3829
1748,1748,0.3533,9.1708,0.3827
1749,1749,0.3751,9.0542,0.3825
1750,1750,0.3551,9.3764,0.3823
1751,1751,0.3562,9.4583,0.3821
1752,1752,0.3474,9.7618,0.3819
1753,1753,0.3348,10.0375,0.3817
1754,1754,0.3527,9.4535,0.3815
1755,1755,0.3532,9.4965,0.3813
1756,1756,0.3550,9.6139,0.3811
1757,1757,0.3605,9.4799,0.3809
1758,1758,0.3555,9.9278,0.3807
1759,1759,0.3685,9.7812,0.3805
1760,1760,0.3483,9.5028,0.3803
1761,1761,0.3604,9.4854,0.3801
1762,1762,0.3656,9.3750,0.3800
1763,1763,0.3534,9.8944,0.3798
1764,1764,0.3518,9.7674,0.3796
1765,1765,0.3400,10.0347,0.3794
1766,1766,0.3439,9.4688,0.3792
1767,1767,0.3640,9.9882,0.3790
1768,1768,0.3637,10.0264,0.3788
1769,1769,0.3638,9.4486,0.3786
1770,1770,0.3492,9.2819,0.3784
1771,1771,0.3289,10.2722,0.3782
1772,1772,0.3540,9.6285,0.3780
1773,1773,0.3496,9.8757,0.3778
1774,1774,0.3575,9.9285,0.3776
1775,1775,0.3376,10.3090,0.3774
1776,1776,0.3671,9.6326,0.3772
1777,1777,0.3523,9.6090,0.3770
1778,1778,0.3574,9.2792,0.3768
1779,1779,0.3895,8.7722,0.3766
1780,1780,0.3660,9.5243,0.3764
1781,1781,0.3589,9.4812,0.3762
1782,1782,0.3450,9.7708,0.3760
1783,1783,0.3489,9.7188,0.3758
1784,1784,0.3416,9.7868,0.3756
1785,1785,0.3585,9.5361,0.3754
1786,1786,0.3644,9.2097,0.3752
1787,1787,0.3473,9.5938,0.3750
1788,1788,0.3762,9.2139,0.3748
1789,1789,0.3667,9.4208,0.3746
1790,1790,0.3654,9.2382,0.3745
1791,1791,0.3749,9.0472,0.3743
1792,1792,0.3597,9.2917,0.3741
1793,1793,0.3581,9.6056,0.3739
1794,1794,0.3729,9.1590,0.3737
1795,1795,0.3641,9.0056,0.3735
1796,1796,0.3597,9.5229,0.3733
1797,1797,0.3474,9.9396,0.3731
1798,1798,0.3714,9.5188,0.3729
1799,1799,0.3702,9.0785,0.3727
1800,1800,0.3404,9.5472,0.3725
1801,1801,0.3455,9.3632,0.3723
1802,1802,0.3637,9.0542,0.3721
1803,1803,0.3601,9.4062,0.3719
1804,1804,0.3638,9.6208,0.3717
1805,1805,0.3397,9.5917,0.3715
1806,1806,0.3442,9.7479,0.3714
1807,1807,0.3731,9.3562,0.3712
1808,1808,0.3460,10.0278,0.3710
1809,1809,0.3585,9.3118,0.3708
1810,1810,0.3435,9.3660,0.3706
1811,1811,0.3561,9.5042,0.3704
1812,1812,0.3625,9.1521,0.3702
1813,1813,0.3575,9.3944,0.3700
1814,1814,0.3611,9.6653,0.3698
1815,1815,0.3321,10.1979,0.3696
1816,1816,0.3384,9.6632,0.3694
1817,1817,0.3438,10.0014,0.3692
1818,1818,0.3578,9.7042,0.3690
1819,1819,0.3317,10.2271,0.3689
1820,1820,0.3542,10.3306,0.3687
1821,1821,0.3504,10.0576,0.3685
1822,1822,0.3422,9.4632,0.3683
1823,1823,0.3371,9.8222,0.3681
1824,1824,0.3484,9.5382,0.3679
1825,1825,0.3604,9.7847,0.3677
1826,1826,0.3811,8.9417,0.3675
1827,1827,0.3529,9.2521,0.3673
1828,1828,0.3612,9.1937,0.3671
1829,1829,0.3595,9.6847,0.3669
1830,1830,0.3598,9.5007,0.3668
1831,1831,0.3507,9.8021,0.3666
1832,1832,0.3477,9.8951,0.3664
1833,1833,0.3601,9.5792,0.3662
1834,1834,0.3703,9.4229,0.3660
1835,1835,0.3616,9.5583,0.3658
1836,1836,0.3537,9.6208,0.3656
1837,1837,0.3728,9.0854,0.3654
1838,1838,0.3554,9.7708,0.3652
1839,1839,0.3610,9.2715,0.3650
1840,1840,0.3683,9.3701,0.3649
1841,1841,0.3557,9.6396,0.3647
1842,1842,0.3505,9.6208,0.3645
1843,1843,0.3625,9.4472,0.3643
1844,1844,0.3553,9.8819,0.3641
1845,1845,0.3615,9.1562,0.3639
1846,1846,0.3652,9.6354,0.3637
1847,1847,0.3781,9.5521,0.3635
1848,1848,0.3785,9.0444,0.3634
1849,1849,0.3671,9.3646,0.3632
1850,1850,0.3663,9.1937,0.3630
1851,1851,0.3530,9.5229,0.3628
1852,1852,0.3545,9.3785,0.3626
1853,1853,0.3568,9.7042,0.3624
1854,1854,0.3509,9.8688,0.3622
1855,1855,0.3467,9.3181,0.3620
1856,1856,0.3697,9.3354,0.3619
1857,1857,0.3645,9.3243,0.3617
1858,1858,0.3581,9.4111,0.3615
1859,1859,0.3846,9.3292,0.3613
1860,1860,0.3640,9.0743,0.3611
1861,1861,0.3558,9.3069,0.3609
1862,1862,0.3551,9.6382,0.3607
1863,1863,0.3651,9.2910,0.3605
1864,1864,0.3420,9.6562,0.3604
1865,1865,0.3580,9.8826,0.3602
1866,1866,0.3561,10.1042,0.3600
1867,1867,0.3741,8.9743,0.3598
1868,1868,0.3783,9.1833,0.3596
1869,1869,0.3761,9.3361,0.3594
1870,1870,0.3687,9.7583,0.3592
1871,1871,0.3579,9.4868,0.3591
1872,1872,0.3624,9.4535,0.3589
1873,1873,0.3810,9.2986,0.3587
1874,1874,0.3722,9.1035,0.3585
1875,1875,0.3647,9.4104,0.3583
1876,1876,0.3779,9.2368,0.3581
1877,1877,0.3586,9.2812,0.3579
1878,1878,0.3569,9.5785,0.3578
1879,1879,0.3501,9.4958,0.3576
1880,1880,0.3777,9.4042,0.3574
1881,1881,0.3668,9.3493,0.3572
1882,1882,0.3678,9.1299,0.3570
1883,1883,0.3417,9.3549,0.3568
1884,1884,0.3662,9.0563,0.3567
1885,1885,0.3631,9.6139,0.3565
1886,1886,0.3447,9.9653,0.3563
1887,1887,0.3587,9.9535,0.3561
1888,1888,0.3425,10.6653,0.3559
1889,1889,0.3513,10.6062,0.3557
1890,1890,0.3616,9.7438,0.3556
1891,1891,0.3510,10.0028,0.3554
1892,1892,0.3547,9.6021,0.3552
1893,1893,0.3513,9.7944,0.3550
1894,1894,0.3495,9.8528,0.3548
1895,1895,0.3375,9.9014,0.3546
1896,1896,0.3707,9.0458,0.3545
1897,1897,0.3699,9.1708,0.3543
1898,1898,0.3464,9.7479,0.3541
1899,1899,0.3711,9.9139,0.3539
1900,1900,0.3610,9.2451,0.3537
1901,1901,0.3564,10.2660,0.3535
1902,1902,0.3467,9.6785,0.3534
1903,1903,0.3520,9.5632,0.3532
1904,1904,0.3666,8.9931,0.3530
1905,1905,0.3669,9.5243,0.3528
1906,1906,0.3582,9.6632,0.3526
1907,1907,0.3396,10.0056,0.3525
1908,1908,0.3512,9.3451,0.3523
1909,1909,0.3444,9.8486,0.3521
1910,1910,0.3482,9.6681,0.3519
1911,1911,0.3632,9.3014,0.3517
1912,1912,0.3521,9.5958,0.3515
1913,1913,0.3624,9.7743,0.3514
1914,1914,0.3529,9.8438,0.3512
1915,1915,0.3652,9.7132,0.3510
1916,1916,0.3576,10.0542,0.3508
1917,1917,0.3789,9.4938,0.3506
1918,1918,0.3470,9.8014,0.3505
1919,1919,0.3545,10.1062,0.3503
1920,1920,0.3502,9.9104,0.3501
1921,1921,0.3640,9.5257,0.3499
1922,1922,0.3743,9.2438,0.3497
1923,1923,0.3469,9.5299,0.3496
1924,1924,0.3710,9.2729,0.3494
1925,1925,0.3717,9.3438,0.3492
1926,1926,0.3724,9.4243,0.3490
1927,1927,0.3627,9.6375,0.3488
1928,1928,0.3821,9.5312,0.3487
1929,1929,0.3605,9.8069,0.3485
1930,1930,0.3814,8.8806,0.3483
1931,1931,0.3720,9.1486,0.3481
1932,1932,0.3662,9.4444,0.3479
1933,1933,0.3618,9.5458,0.3478
1934,1934,0.3554,9.7069,0.3476
1935,1935,0.3718,9.0903,0.3474
1936,1936,0.3679,9.6625,0.3472
1937,1937,0.3524,10.1014,0.3471
1938,1938,0.3575,9.8986,0.3469
1939,1939,0.3454,9.8090,0.3467
1940,1940,0.3558,9.8000,0.3465
1941,1941,0.3568,9.7250,0.3463
1942,1942,0.3706,9.6903,0.3462
1943,1943,0.3710,9.6965,0.3460
1944,1944,0.3705,9.6917,0.3458
1945,1945,0.3586,9.8028,0.3456
1946,1946,0.3593,9.9250,0.3455
1947,1947,0.3534,9.8035,0.3453
1948,1948,0.3645,9.1215,0.3451
1949,1949,0.3693,8.9326,0.3449
1950,1950,0.3644,9.5743,0.3447
1951,1951,0.3671,9.2243,0.3446
1952,1952,0.3697,9.0153,0.3444
1953,1953,0.3583,8.9424,0.3442
1954,1954,0.3423,9.6625,0.3440
1955,1955,0.4000,8.9069,0.3439
1956,1956,0.3992,8.9542,0.3437
1957,1957,0.3846,8.6653,0.3435
1958,1958,0.3699,9.0889,0.3433
1959,1959,0.3840,8.8340,0.3432
1960,1960,0.3892,8.8708,0.3430
1961,1961,0.3514,9.1660,0.3428
1962,1962,0.3621,9.3924,0.3426
1963,1963,0.3617,9.2576,0.3425
1964,1964,0.3677,8.9507,0.3423
1965,1965,0.3616,9.2278,0.3421
1966,1966,0.3635,8.6410,0.3419
1967,1967,0.3624,9.3424,0.3418
1968,1968,0.3759,9.2646,0.3416
1969,1969,0.3729,9.5743,0.3414
1970,1970,0.3693,9.2937,0.3412
1971,1971,0.3798,8.9306,0.3411
1972,1972,0.3616,9.4319,0.3409
1973,1973,0.3636,9.1201,0.3407
1974,1974,0.3659,9.5278,0.3405
1975,1975,0.3583,9.4313,0.3404
1976,1976,0.3449,9.6972,0.3402
1977,1977,0.3584,9.8153,0.3400
1978,1978,0.3670,9.9861,0.3398
1979,1979,0.3468,10.1660,0.3397
1980,1980,0.3487,10.3514,0.3395
1981,1981,0.3697,9.9181,0.3393
1982,1982,0.3632,9.3972,0.3391
1983,1983,0.3528,10.0278,0.3390
1984,1984,0.3837,9.8326,0.3388
1985,1985,0.3651,9.6736,0.3386
1986,1986,0.3759,9.1986,0.3384
1987,1987,0.3574,9.5687,0.3383
1988,1988,0.3460,9.5181,0.3381
1989,1989,0.3546,9.7146,0.3379
1990,1990,0.3601,9.6687,0.3378
1991,1991,0.3435,10.2569,0.3376
1992,1992,0.3710,9.8076,0.3374
1993,1993,0.3738,9.5778,0.3372
1994,1994,0.3577,9.0597,0.3371
1995,1995,0.3712,9.0250,0.3369
1996,1996,0.3640,9.2333,0.3367
1997,1997,0.3716,9.3486,0.3365
1998,1998,0.3727,9.2681,0.3364
1999,1999,0.3586,9.6771,0.3362
2000,2000,0.3709,9.2826,0.3360
2001,2001,0.3783,9.3528,0.3359
2002,2002,0.3887,8.8264,0.3357
2003,2003,0.3760,8.7667,0.3355
2004,2004,0.4042,8.5618,0.3353
2005,2005,0.3688,8.7854,0.3352
2006,2006,0.3781,9.1097,0.3350
2007,2007,0.3771,8.8868,0.3348
2008,2008,0.3775,9.3792,0.3347
2009,2009,0.3853,9.5625,0.3345
2010,2010,0.3729,9.3583,0.3343
2011,2011,0.3652,9.1333,0.3341
2012,2012,0.3760,9.1146,0.3340
2013,2013,0.3383,9.7049,0.3338
2014,2014,0.3789,9.1799,0.3336
2015,2015,0.3681,9.4264,0.3335
2016,2016,0.3695,9.7007,0.3333
2017,2017,0.3708,9.3604,0.3331
2018,2018,0.3717,9.4368,0.3330
2019,2019,0.3634,9.3771,0.3328
2020,2020,0.3701,9.7347,0.3326
2021,2021,0.3800,9.6368,0.3324
2022,2022,0.3756,9.5771,0.3323
2023,2023,0.3746,9.6181,0.3321
2024,2024,0.3578,9.1139,0.3319
2025,2025,0.3694,9.0264,0.3318
2026,2026,0.3815,9.0097,0.3316
2027,2027,0.3630,9.1743,0.3314
2028,2028,0.3582,9.2785,0.3313
2029,2029,0.3634,9.3688,0.3311
2030,2030,0.3598,9.5563,0.3309
2031,2031,0.3564,8.9875,0.3308
2032,2032,0.3802,8.9069,0.3306
2033,2033,0.3680,9.3097,0.3304
2034,2034,0.3779,8.8187,0.3303
2035,2035,0.3777,9.1153,0.3301
2036,2036,0.3720,8.9354,0.3299
2037,2037,0.3685,9.3750,0.3297
2038,2038,0.3522,9.4326,0.3296
2039,2039,0.3330,10.3257,0.3294
2040,2040,0.3653,10.1937,0.3292
2041,2041,0.3403,10.3417,0.3291
2042,2042,0.3500,10.4424,0.3289
2043,2043,0.3480,10.4458,0.3287
2044,2044,0.3409,10.1271,0.3286
2045,2045,0.3544,10.0417,0.3284
2046,2046,0.3355,9.9076,0.3282
2047,2047,0.3747,9.6618,0.3281
2048,2048,0.3736,9.0132,0.3279
2049,2049,0.3737,9.1431,0.3277
2050,2050,0.3736,9.4722,0.3276
2051,2051,0.3743,9.4826,0.3274
2052,2052,0.3943,8.8118,0.3272
2053,2053,0.3701,9.5146,0.3271
2054,2054,0.3526,10.0826,0.3269
2055,2055,0.3661,8.9132,0.3267
2056,2056,0.3642,9.3451,0.3266
2057,2057,0.3532,9.5625,0.3264
2058,2058,0.3611,9.6944,0.3262
2059,2059,0.3797,8.8458,0.3261
2060,2060,0.3852,9.1139,0.3259
2061,2061,0.3646,9.3618,0.3257
2062,2062,0.3613,9.1125,0.3256
2063,2063,0.3720,9.1937,0.3254
2064,2064,0.3677,9.4833,0.3253
2065,2065,0.3897,8.8111,0.3251
2066,2066,0.3818,8.7118,0.3249
2067,2067,0.3754,9.0167,0.3248
2068,2068,0.3733,8.5813,0.3246
2069,2069,0.3742,9.1375,0.3244
2070,2070,0.3708,8.7750,0.3243
2071,2071,0.3898,8.6042,0.3241
2072,2072,0.3607,8.7889,0.3239
2073,2073,0.3689,8.8056,0.3238
2074,2074,0.3744,9.0854,0.3236
2075,2075,0.3846,8.9118,0.3234
2076,2076,0.3854,8.8347,0.3233
2077,2077,0.3709,8.9660,0.3231
2078,2078,0.3945,8.8215,0.3229
2079,2079,0.3768,8.8306,0.3228
2080,2080,0.3668,9.1778,0.3226
2081,2081,0.3674,9.0951,0.3225
2082,2082,0.3836,8.9861,0.3223
2083,2083,0.3876,9.0667,0.3221
